protoform;DoT;Type;id
Minority of loudness_low calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_low calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_low calls in hipomania are tone_low compared to the state of euthymia.;0.3751639755871239;2.0;only spectralflux - Quartiles
Most loudness_low calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_low calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_low calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_low calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_low calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of loudness_low calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most loudness_low calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_low calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_low calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_low calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_medium calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_medium calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_medium calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_medium calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_medium calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_medium calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_medium calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_medium calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_medium calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_medium calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_medium calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_medium calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_medium calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_medium calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_medium calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_medium calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_high calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_high calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_high calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_high calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_high calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of loudness_high calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most loudness_high calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_high calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_high calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_high calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_high calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_high calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_high calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_high calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_high calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of loudness_high calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most loudness_high calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of loudness_high calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most tone_low calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of tone_low calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most tone_low calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_low calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_low calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_low calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_low calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority tone_low calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most tone_low calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority tone_low calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_low calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority tone_low calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_low calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of tone_low calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most tone_low calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_low calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_low calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_low calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_medium calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_medium calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_medium calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_medium calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_medium calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority tone_medium calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_medium calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority tone_medium calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_medium calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority tone_medium calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_medium calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_medium calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_medium calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_medium calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_medium calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_medium calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_high calls in hipomania are spectrum_low compared to the state of euthymia.;0.3333333333333333;2.0;only spectralflux - Quartiles
Minority of tone_high calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most tone_high calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_high calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_high calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_high calls in hipomania are spectrum_high compared to the state of euthymia.;0.6535482499601926;2.0;only spectralflux - Quartiles
Most tone_high calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority tone_high calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_high calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority tone_high calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_high calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority tone_high calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_high calls in hipomania are quality_low compared to the state of euthymia.;0.3333333333333333;2.0;only spectralflux - Quartiles
Minority of tone_high calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most tone_high calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_high calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most tone_high calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of tone_high calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_low calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_low calls in hipomania are tone_low compared to the state of euthymia.;0.5622163250028538;2.0;only spectralflux - Quartiles
Most spectrum_low calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_low calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_low calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_low calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_low calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of spectrum_low calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most spectrum_low calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_low calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_low calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_low calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_low calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of spectrum_low calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most spectrum_low calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_low calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_low calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_low calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_medium calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_medium calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_medium calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_medium calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_medium calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_medium calls in hipomania are tone_high compared to the state of euthymia.;0.7789339219647415;2.0;only spectralflux - Quartiles
Most spectrum_medium calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_medium calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_medium calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_medium calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_medium calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_medium calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_medium calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_medium calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_medium calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_medium calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_medium calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_medium calls in hipomania are quality_high compared to the state of euthymia.;0.830391637438451;2.0;only spectralflux - Quartiles
Most spectrum_high calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_high calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_high calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_high calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_high calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_high calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_high calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_high calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_high calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_high calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_high calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of spectrum_high calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most spectrum_high calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_high calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_high calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of spectrum_high calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most spectrum_high calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of spectrum_high calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most quality_low calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_low calls in hipomania are tone_low compared to the state of euthymia.;0.4872216324431844;2.0;only spectralflux - Quartiles
Most quality_low calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_low calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_low calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_low calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_low calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of quality_low calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most quality_low calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_low calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_low calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_low calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_low calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of quality_low calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most quality_low calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_low calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_low calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_low calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_medium calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_medium calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_medium calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_medium calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_medium calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_medium calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_medium calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_medium calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_medium calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_medium calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_medium calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_medium calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_medium calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_medium calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_medium calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_medium calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_high calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_high calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_high calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_high calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_high calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_high calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_high calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_high calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_high calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_high calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_high calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of quality_high calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most quality_high calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_high calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_high calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Minority of quality_high calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Most quality_high calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Quartiles
Minority of quality_high calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Quartiles
Most calls in mania are spectrum_low compared to the state of euthymia.;0.9996091514803886;1.0;only spectralflux - Interval
Most calls in mania are loudness_low compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in mania are tone_low compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in mania are quality_low compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Minority of calls in mania are spectrum_low compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Minority of calls in mania are loudness_low compared to the state of euthymia.;0.37188774439300554;1.0;only spectralflux - Interval
Minority of calls in mania are tone_low compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in mania are quality_low compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Most calls in mania are spectrum_medium compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in mania are loudness_medium compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in mania are tone_medium compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in mania are quality_medium compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Minority of calls in mania are spectrum_medium compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in mania are loudness_medium compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in mania are tone_medium compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in mania are quality_medium compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Most calls in mania are spectrum_high compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in mania are loudness_high compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in mania are tone_high compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Most calls in mania are quality_high compared to the state of euthymia.;0.0;1.0;only spectralflux - Interval
Minority of calls in mania are spectrum_high compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in mania are loudness_high compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in mania are tone_high compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Minority of calls in mania are quality_high compared to the state of euthymia.;1.0;1.0;only spectralflux - Interval
Most loudness_low calls in mania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in mania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most loudness_low calls in mania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in mania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in mania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in mania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in mania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in mania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in mania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in mania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in mania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in mania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in mania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in mania are quality_low compared to the state of euthymia.;0.3690985142995553;2.0;only spectralflux - Interval
Most loudness_low calls in mania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in mania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_low calls in mania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_low calls in mania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in mania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in mania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most loudness_medium calls in mania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in mania are spectrum_medium compared to the state of euthymia.;0.7144840442341696;2.0;only spectralflux - Interval
Most loudness_medium calls in mania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in mania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in mania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in mania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most loudness_medium calls in mania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of loudness_medium calls in mania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
